num_plaquettes,max_bond,truncation_threshold,observable,value,ideal_trotter,exact_hamiltonian
20,8,1e-10,X3,0.47431348859464,,
20,8,1e-10,ZZ18,-0.3026915166543626,,
20,8,1e-10,Z18,0.10215497424698763,,
20,8,1e-10,X9,-0.18845729112937146,,
20,8,1e-10,ZZ13,-0.2749460231113991,,
20,8,1e-10,X10,-0.18845728128747427,,
20,8,1e-10,Z5,0.0425311114420141,,
20,8,1e-10,X12,0.5057162630006793,,
20,8,1e-10,X15,0.47448334585765,,
20,8,1e-10,ZZ5,-0.27494606616773787,,
20,8,1e-10,X17,0.47801022836885587,,
20,8,1e-10,ZZ4,-0.2789872363160612,,
20,8,1e-10,X16,0.47431344042305573,,
20,8,1e-10,Z3,0.04926197461021009,,
20,8,1e-10,ZZ3,-0.2778417056071949,,
20,8,1e-10,X19,0.5630139444352582,,
20,8,1e-10,X5,0.47649245416793873,,
20,8,1e-10,Z9,-0.32554750176585406,,
20,8,1e-10,ZZ1,-0.27315735776308075,,
20,8,1e-10,Z15,0.0488891602253862,,
